,id,created_at,date,user_name,screen_name,Sentimen_Title,text,retweets,replies,likes,quotes
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 🔥 #MakanBergiziGratis",,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 💭 #IndonesiaSehat,,,,
,,,,,,netral,Pemerintah meluncurkan program makan gratis tahun ini. 💭 #MakanBergiziGratis,,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 👏 #IndonesiaSehat,,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 💪 #MakanBergiziGratis",,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 😐 #IndonesiaSehat,,,,
,,,,,,positif,Langkah bagus untuk mengurangi stunting di Indonesia. 👍 #MBG,,,,
,,,,,,netral,Beberapa sekolah sudah mulai menerima program MBG. 💭 #MakanBergiziGratis,,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 😐 #ProgramPemerintah,,,,
,,,,,,positif,Makan Bergizi Gratis bikin anak lebih semangat sekolah. 😊 #ProgramPemerintah,,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 😤 #IndonesiaSehat",,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 👍 #ProgramPemerintah,,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 👏 #IndonesiaSehat,,,,
,,,,,,netral,Kegiatan makan bergizi gratis dilakukan setiap pagi. 😐 #MBG,,,,
,,,,,,positif,Saya senang pemerintah peduli gizi anak-anak. 😐 #IndonesiaSehat,,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 😊 #MBG,,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 😤 #GiziUntukAnak",,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 💪 #IndonesiaSehat,,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 👏 #GiziUntukAnak",,,,
,,,,,,netral,Pemerintah meluncurkan program makan gratis tahun ini. 😊 #IndonesiaSehat,,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 😊 #GiziUntukAnak",,,,
,,,,,,netral,Program Makan Bergizi Gratis sedang diuji coba di beberapa daerah. 😤 #MBG,,,,
,,,,,,positif,Langkah bagus untuk mengurangi stunting di Indonesia. 👏 #ProgramPemerintah,,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 😊 #ProgramPemerintah",,,,
,,,,,,positif,Saya senang pemerintah peduli gizi anak-anak. 💭 #GiziUntukAnak,,,,
,,,,,,positif,Program Makan Bergizi Gratis sangat membantu anak sekolah. 😊 #IndonesiaSehat,,,,
,,,,,,netral,Kegiatan makan bergizi gratis dilakukan setiap pagi. 🔥 #GiziUntukAnak,,,,
,,,,,,positif,Saya senang pemerintah peduli gizi anak-anak. 👍 #ProgramPemerintah,,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 💭 #ProgramPemerintah",,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 💭 #GiziUntukAnak",,,,
,,,,,,netral,Program Makan Bergizi Gratis sedang diuji coba di beberapa daerah. 😊 #MakanBergiziGratis,,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 💪 #MBG",,,,
,,,,,,positif,Langkah bagus untuk mengurangi stunting di Indonesia. 🙏 #MBG,,,,
,,,,,,positif,Program Makan Bergizi Gratis sangat membantu anak sekolah. 🙏 #ProgramPemerintah,,,,
,,,,,,positif,Program Makan Bergizi Gratis sangat membantu anak sekolah. 💭 #IndonesiaSehat,,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 🙏 #IndonesiaSehat,,,,
,,,,,,netral,Pemerintah meluncurkan program makan gratis tahun ini. 👏 #ProgramPemerintah,,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 😊 #MBG",,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 😤 #GiziUntukAnak",,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 🙏 #ProgramPemerintah,,,,
,,,,,,positif,Langkah bagus untuk mengurangi stunting di Indonesia. 😔 #MBG,,,,
,,,,,,netral,Pemerintah meluncurkan program makan gratis tahun ini. 💪 #MakanBergiziGratis,,,,
,,,,,,positif,Makan Bergizi Gratis bikin anak lebih semangat sekolah. 👍 #MBG,,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 👏 #MakanBergiziGratis",,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 👏 #IndonesiaSehat,,,,
,,,,,,netral,Program Makan Bergizi Gratis sedang diuji coba di beberapa daerah. 😔 #GiziUntukAnak,,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 👏 #GiziUntukAnak",,,,
,,,,,,netral,Program ini bagian dari upaya peningkatan gizi nasional. 👍 #MBG,,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 😊 #ProgramPemerintah",,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 👍 #GiziUntukAnak",,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 😊 #ProgramPemerintah",,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 👏 #IndonesiaSehat,,,,
,,,,,,positif,"Terima kasih atas program ini, semoga terus berlanjut! 💭 #IndonesiaSehat",,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 😔 #ProgramPemerintah",,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 😔 #MakanBergiziGratis,,,,
,,,,,,netral,Pemerintah meluncurkan program makan gratis tahun ini. 😔 #GiziUntukAnak,,,,
,,,,,,positif,"Terima kasih atas program ini, semoga terus berlanjut! 🔥 #IndonesiaSehat",,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 👏 #IndonesiaSehat",,,,
,,,,,,netral,Kegiatan makan bergizi gratis dilakukan setiap pagi. 😐 #GiziUntukAnak,,,,
,,,,,,netral,Kegiatan makan bergizi gratis dilakukan setiap pagi. 💭 #MBG,,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 👍 #MakanBergiziGratis",,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 😐 #MakanBergiziGratis,,,,
,,,,,,positif,Makan Bergizi Gratis bikin anak lebih semangat sekolah. 🔥 #MakanBergiziGratis,,,,
,,,,,,positif,Makan Bergizi Gratis bikin anak lebih semangat sekolah. 😤 #ProgramPemerintah,,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 👏 #IndonesiaSehat,,,,
,,,,,,positif,Makan Bergizi Gratis bikin anak lebih semangat sekolah. 😊 #GiziUntukAnak,,,,
,,,,,,positif,Saya senang pemerintah peduli gizi anak-anak. 😔 #GiziUntukAnak,,,,
,,,,,,netral,Program Makan Bergizi Gratis sedang diuji coba di beberapa daerah. 👏 #MakanBergiziGratis,,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 👏 #MakanBergiziGratis",,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 😤 #IndonesiaSehat,,,,
,,,,,,netral,Kegiatan makan bergizi gratis dilakukan setiap pagi. 🔥 #MakanBergiziGratis,,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 😐 #GiziUntukAnak",,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 👏 #GiziUntukAnak,,,,
,,,,,,netral,Pemerintah meluncurkan program makan gratis tahun ini. 😐 #MakanBergiziGratis,,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 💪 #MakanBergiziGratis",,,,
,,,,,,netral,Program ini bagian dari upaya peningkatan gizi nasional. 👏 #ProgramPemerintah,,,,
,,,,,,positif,Program Makan Bergizi Gratis sangat membantu anak sekolah. 😐 #IndonesiaSehat,,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 💪 #IndonesiaSehat,,,,
,,,,,,positif,Makan Bergizi Gratis bikin anak lebih semangat sekolah. 💪 #MakanBergiziGratis,,,,
,,,,,,positif,"Terima kasih atas program ini, semoga terus berlanjut! 🔥 #GiziUntukAnak",,,,
,,,,,,netral,Kegiatan makan bergizi gratis dilakukan setiap pagi. 😤 #MakanBergiziGratis,,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 💪 #IndonesiaSehat",,,,
,,,,,,positif,Program Makan Bergizi Gratis sangat membantu anak sekolah. 😔 #GiziUntukAnak,,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 👏 #MBG",,,,
,,,,,,positif,Saya senang pemerintah peduli gizi anak-anak. 🙏 #GiziUntukAnak,,,,
,,,,,,positif,Langkah bagus untuk mengurangi stunting di Indonesia. 😤 #ProgramPemerintah,,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 😐 #MBG,,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 💪 #IndonesiaSehat,,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 💭 #MBG,,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 😐 #MBG",,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 🔥 #MakanBergiziGratis,,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 🔥 #ProgramPemerintah",,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 😔 #ProgramPemerintah",,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 👏 #IndonesiaSehat",,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 💭 #MakanBergiziGratis,,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 🔥 #GiziUntukAnak",,,,
,,,,,,positif,Langkah bagus untuk mengurangi stunting di Indonesia. 😐 #ProgramPemerintah,,,,
,,,,,,netral,Program Makan Bergizi Gratis sedang diuji coba di beberapa daerah. 👏 #IndonesiaSehat,,,,
,,,,,,positif,Langkah bagus untuk mengurangi stunting di Indonesia. 👍 #ProgramPemerintah,,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 😤 #MakanBergiziGratis,,,,
,,,,,,netral,Program Makan Bergizi Gratis sedang diuji coba di beberapa daerah. 👏 #IndonesiaSehat,,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 🔥 #ProgramPemerintah,,,,
,,,,,,netral,Beberapa sekolah sudah mulai menerima program MBG. 💭 #MakanBergiziGratis,,,,
,,,,,,netral,Pemerintah meluncurkan program makan gratis tahun ini. 🔥 #ProgramPemerintah,,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 💭 #ProgramPemerintah",,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 😤 #ProgramPemerintah",,,,
,,,,,,netral,Program Makan Bergizi Gratis sedang diuji coba di beberapa daerah. 😐 #IndonesiaSehat,,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 👏 #MBG",,,,
,,,,,,positif,Saya senang pemerintah peduli gizi anak-anak. 😔 #ProgramPemerintah,,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 🙏 #ProgramPemerintah",,,,
,,,,,,netral,Program Makan Bergizi Gratis sedang diuji coba di beberapa daerah. 👍 #MBG,,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 💭 #ProgramPemerintah",,,,
,,,,,,netral,Kegiatan makan bergizi gratis dilakukan setiap pagi. 😐 #MakanBergiziGratis,,,,
,,,,,,netral,Program ini bagian dari upaya peningkatan gizi nasional. 😐 #MBG,,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 😐 #MBG",,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 👏 #ProgramPemerintah",,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 😔 #GiziUntukAnak",,,,
,,,,,,positif,Makan Bergizi Gratis bikin anak lebih semangat sekolah. 😤 #MBG,,,,
,,,,,,netral,Kegiatan makan bergizi gratis dilakukan setiap pagi. 💭 #GiziUntukAnak,,,,
,,,,,,netral,Kegiatan makan bergizi gratis dilakukan setiap pagi. 😐 #MakanBergiziGratis,,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 🙏 #GiziUntukAnak,,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 👏 #GiziUntukAnak",,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 💭 #MBG",,,,
,,,,,,positif,Langkah bagus untuk mengurangi stunting di Indonesia. 😊 #GiziUntukAnak,,,,
,,,,,,netral,Program Makan Bergizi Gratis sedang diuji coba di beberapa daerah. 💭 #GiziUntukAnak,,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 🙏 #MakanBergiziGratis",,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 🔥 #IndonesiaSehat",,,,
,,,,,,positif,Saya senang pemerintah peduli gizi anak-anak. 🙏 #ProgramPemerintah,,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 👏 #MakanBergiziGratis",,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 😤 #MBG,,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 👏 #MBG",,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 🔥 #GiziUntukAnak,,,,
,,,,,,positif,Makan Bergizi Gratis bikin anak lebih semangat sekolah. 😊 #MBG,,,,
,,,,,,netral,Kegiatan makan bergizi gratis dilakukan setiap pagi. 👍 #GiziUntukAnak,,,,
,,,,,,positif,"Terima kasih atas program ini, semoga terus berlanjut! 😐 #MBG",,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 😔 #MakanBergiziGratis",,,,
,,,,,,netral,Pemerintah meluncurkan program makan gratis tahun ini. 😤 #IndonesiaSehat,,,,
,,,,,,positif,Program Makan Bergizi Gratis sangat membantu anak sekolah. 😐 #ProgramPemerintah,,,,
,,,,,,positif,Saya senang pemerintah peduli gizi anak-anak. 👏 #IndonesiaSehat,,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 🔥 #IndonesiaSehat,,,,
,,,,,,netral,Program ini bagian dari upaya peningkatan gizi nasional. 🙏 #IndonesiaSehat,,,,
,,,,,,positif,Saya senang pemerintah peduli gizi anak-anak. 🔥 #ProgramPemerintah,,,,
,,,,,,positif,"Terima kasih atas program ini, semoga terus berlanjut! 👍 #MBG",,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 😔 #ProgramPemerintah",,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 😐 #MBG",,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 👏 #MakanBergiziGratis,,,,
,,,,,,positif,Program Makan Bergizi Gratis sangat membantu anak sekolah. 😤 #ProgramPemerintah,,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 😊 #MakanBergiziGratis,,,,
,,,,,,positif,Langkah bagus untuk mengurangi stunting di Indonesia. 😊 #MakanBergiziGratis,,,,
,,,,,,netral,Kegiatan makan bergizi gratis dilakukan setiap pagi. 😔 #ProgramPemerintah,,,,
,,,,,,netral,Program Makan Bergizi Gratis sedang diuji coba di beberapa daerah. 😤 #MakanBergiziGratis,,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 😊 #ProgramPemerintah,,,,
,,,,,,netral,Program ini bagian dari upaya peningkatan gizi nasional. 😔 #ProgramPemerintah,,,,
,,,,,,netral,Beberapa sekolah sudah mulai menerima program MBG. 😐 #MakanBergiziGratis,,,,
,,,,,,netral,Program Makan Bergizi Gratis sedang diuji coba di beberapa daerah. 😔 #GiziUntukAnak,,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 🔥 #GiziUntukAnak",,,,
,,,,,,netral,Beberapa sekolah sudah mulai menerima program MBG. 😔 #MakanBergiziGratis,,,,
,,,,,,positif,Program Makan Bergizi Gratis sangat membantu anak sekolah. 😐 #MakanBergiziGratis,,,,
,,,,,,positif,Langkah bagus untuk mengurangi stunting di Indonesia. 😔 #MBG,,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 💪 #GiziUntukAnak,,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 👏 #GiziUntukAnak,,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 😔 #GiziUntukAnak",,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 👏 #IndonesiaSehat",,,,
,,,,,,netral,Beberapa sekolah sudah mulai menerima program MBG. 😤 #IndonesiaSehat,,,,
,,,,,,netral,Kegiatan makan bergizi gratis dilakukan setiap pagi. 🔥 #GiziUntukAnak,,,,
,,,,,,positif,Program Makan Bergizi Gratis sangat membantu anak sekolah. 👏 #IndonesiaSehat,,,,
,,,,,,positif,Langkah bagus untuk mengurangi stunting di Indonesia. 🔥 #IndonesiaSehat,,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 💭 #GiziUntukAnak",,,,
,,,,,,netral,Pemerintah meluncurkan program makan gratis tahun ini. 💪 #IndonesiaSehat,,,,
,,,,,,netral,Pemerintah meluncurkan program makan gratis tahun ini. 😊 #IndonesiaSehat,,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 💪 #MBG",,,,
,,,,,,netral,Program ini bagian dari upaya peningkatan gizi nasional. 💪 #GiziUntukAnak,,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 💭 #ProgramPemerintah",,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 👍 #MBG,,,,
,,,,,,netral,Program ini bagian dari upaya peningkatan gizi nasional. 💭 #GiziUntukAnak,,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 🔥 #GiziUntukAnak,,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 😔 #IndonesiaSehat",,,,
,,,,,,positif,"Terima kasih atas program ini, semoga terus berlanjut! 😐 #GiziUntukAnak",,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 👍 #MBG",,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 😤 #MBG",,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 👍 #IndonesiaSehat",,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 🔥 #GiziUntukAnak,,,,
,,,,,,positif,Saya senang pemerintah peduli gizi anak-anak. 😊 #MBG,,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 🙏 #MBG,,,,
,,,,,,netral,Beberapa sekolah sudah mulai menerima program MBG. 😤 #MBG,,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 🔥 #MakanBergiziGratis,,,,
,,,,,,netral,Beberapa sekolah sudah mulai menerima program MBG. 😐 #ProgramPemerintah,,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 👏 #GiziUntukAnak,,,,
,,,,,,netral,Program Makan Bergizi Gratis sedang diuji coba di beberapa daerah. 🙏 #IndonesiaSehat,,,,
,,,,,,netral,Kegiatan makan bergizi gratis dilakukan setiap pagi. 💭 #MakanBergiziGratis,,,,
,,,,,,positif,Program Makan Bergizi Gratis sangat membantu anak sekolah. 💭 #MBG,,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 🔥 #GiziUntukAnak",,,,
,,,,,,positif,Langkah bagus untuk mengurangi stunting di Indonesia. 👏 #ProgramPemerintah,,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 😔 #MBG,,,,
,,,,,,netral,Program Makan Bergizi Gratis sedang diuji coba di beberapa daerah. 😐 #MBG,,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 💭 #IndonesiaSehat",,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 💪 #GiziUntukAnak,,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 🔥 #GiziUntukAnak,,,,
,,,,,,positif,Makan Bergizi Gratis bikin anak lebih semangat sekolah. 💭 #ProgramPemerintah,,,,
,,,,,,positif,"Terima kasih atas program ini, semoga terus berlanjut! 😤 #MBG",,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 😐 #MakanBergiziGratis",,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 😊 #MBG",,,,
,,,,,,positif,Langkah bagus untuk mengurangi stunting di Indonesia. 💭 #ProgramPemerintah,,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 🔥 #MBG,,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 😊 #MBG",,,,
,,,,,,netral,Kegiatan makan bergizi gratis dilakukan setiap pagi. 💭 #GiziUntukAnak,,,,
,,,,,,positif,Saya senang pemerintah peduli gizi anak-anak. 😔 #ProgramPemerintah,,,,
,,,,,,netral,Program Makan Bergizi Gratis sedang diuji coba di beberapa daerah. 💪 #IndonesiaSehat,,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 😔 #MBG",,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 😐 #ProgramPemerintah,,,,
,,,,,,netral,Beberapa sekolah sudah mulai menerima program MBG. 👍 #GiziUntukAnak,,,,
,,,,,,netral,Beberapa sekolah sudah mulai menerima program MBG. 😐 #MBG,,,,
,,,,,,positif,Program Makan Bergizi Gratis sangat membantu anak sekolah. 😔 #MBG,,,,
,,,,,,positif,Program Makan Bergizi Gratis sangat membantu anak sekolah. 👍 #IndonesiaSehat,,,,
,,,,,,positif,Makan Bergizi Gratis bikin anak lebih semangat sekolah. 🔥 #MBG,,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 😤 #IndonesiaSehat,,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 🔥 #MBG,,,,
,,,,,,netral,Pemerintah meluncurkan program makan gratis tahun ini. 😊 #ProgramPemerintah,,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 💪 #MakanBergiziGratis",,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 👍 #GiziUntukAnak",,,,
,,,,,,positif,Program Makan Bergizi Gratis sangat membantu anak sekolah. 💭 #MBG,,,,
,,,,,,netral,Beberapa sekolah sudah mulai menerima program MBG. 🔥 #ProgramPemerintah,,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 👍 #ProgramPemerintah",,,,
,,,,,,positif,Program Makan Bergizi Gratis sangat membantu anak sekolah. 💭 #MBG,,,,
,,,,,,positif,Saya senang pemerintah peduli gizi anak-anak. 💭 #GiziUntukAnak,,,,
,,,,,,netral,Program Makan Bergizi Gratis sedang diuji coba di beberapa daerah. 😊 #ProgramPemerintah,,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 🙏 #ProgramPemerintah",,,,
,,,,,,netral,Program ini bagian dari upaya peningkatan gizi nasional. 😤 #GiziUntukAnak,,,,
,,,,,,netral,Program Makan Bergizi Gratis sedang diuji coba di beberapa daerah. 😤 #ProgramPemerintah,,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 🙏 #ProgramPemerintah",,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 😤 #GiziUntukAnak",,,,
,,,,,,positif,Makan Bergizi Gratis bikin anak lebih semangat sekolah. 🔥 #GiziUntukAnak,,,,
,,,,,,netral,Program Makan Bergizi Gratis sedang diuji coba di beberapa daerah. 👏 #MBG,,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 😐 #MakanBergiziGratis,,,,
,,,,,,positif,Program Makan Bergizi Gratis sangat membantu anak sekolah. 😐 #MakanBergiziGratis,,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 🔥 #ProgramPemerintah,,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 🔥 #MBG",,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 💭 #MakanBergiziGratis",,,,
,,,,,,netral,Program ini bagian dari upaya peningkatan gizi nasional. 😔 #MakanBergiziGratis,,,,
,,,,,,positif,Makan Bergizi Gratis bikin anak lebih semangat sekolah. 😐 #GiziUntukAnak,,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 💭 #MBG",,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 🙏 #ProgramPemerintah,,,,
,,,,,,positif,"Terima kasih atas program ini, semoga terus berlanjut! 😐 #IndonesiaSehat",,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 🙏 #GiziUntukAnak",,,,
,,,,,,netral,Beberapa sekolah sudah mulai menerima program MBG. 💪 #MakanBergiziGratis,,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 😔 #GiziUntukAnak",,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 💪 #MBG",,,,
,,,,,,negatif,"Masih banyak kekurangan, terutama distribusinya. 💪 #IndonesiaSehat",,,,
,,,,,,netral,Pemerintah meluncurkan program makan gratis tahun ini. 🙏 #MBG,,,,
,,,,,,netral,Pemerintah meluncurkan program makan gratis tahun ini. 🔥 #IndonesiaSehat,,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 🙏 #MakanBergiziGratis,,,,
,,,,,,netral,Pemerintah meluncurkan program makan gratis tahun ini. 👍 #MBG,,,,
,,,,,,netral,Beberapa sekolah sudah mulai menerima program MBG. 👏 #GiziUntukAnak,,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 😔 #IndonesiaSehat,,,,
,,,,,,negatif,Program Makan Bergizi Gratis belum terasa di daerah saya. 👍 #GiziUntukAnak,,,,
,,,,,,netral,Program Makan Bergizi Gratis sedang diuji coba di beberapa daerah. 😐 #MakanBergiziGratis,,,,
,,,,,,negatif,Banyak yang ngeluh soal pelaksanaan program ini. 👍 #IndonesiaSehat,,,,
,,,,,,positif,"Terima kasih atas program ini, semoga terus berlanjut! 😊 #ProgramPemerintah",,,,
,,,,,,positif,Program Makan Bergizi Gratis sangat membantu anak sekolah. 👏 #ProgramPemerintah,,,,
,,,,,,netral,Kegiatan makan bergizi gratis dilakukan setiap pagi. 😊 #GiziUntukAnak,,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 👍 #GiziUntukAnak",,,,
,,,,,,negatif,"Harusnya lebih diawasi, banyak sekolah belum dapat. 😊 #GiziUntukAnak",,,,
,,,,,,negatif,"Jangan cuma janji, realisasi masih jauh dari harapan. 🙏 #MakanBergiziGratis",,,,
